 TIME                    	T_amb_C                  	wind_speed_out           	DNI                      	Power_in_Collector       	Power_out_col            	Power_in_Receiver        	Power_out_Rec            	P_out_SE                 	Net_Dish_Field_Power     	Net_system_efficiency    	phi_shade                	Collector_Losses         	eta_Collector            	P_Rec_losses             	eta_Receiver             	T_heater_head_operate    	Stirling_Engine_Losses   	Stirling_Engine_Eff      	engine_pressure          	P_parasitic              	T_compression_C          	temp_into_radiator       	temp_out_of_radiator     	
  +5.5400000000000000E+02	  +8.0500000000000114E+00	  +3.1000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.7929092916426694E-04	  +8.0551924075671195E+00	  +8.0557003884653113E+00	  +8.0551918729708518E+00	
  +5.5500000000000000E+02	  +7.5000000000000000E+00	  +3.6000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8025524805855270E-04	  +7.5051844067925231E+00	  +7.5056929928024374E+00	  +7.5051838694829485E+00	
  +5.5600000000000000E+02	  +6.9499999999999886E+00	  +3.3500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8159098667487628E-04	  +6.9551737666847089E+00	  +6.9556823505849934E+00	  +6.9551732272655045E+00	
  +5.5700000000000000E+02	  +6.3999999999999773E+00	  +3.1000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8256362530593406E-04	  +6.4051657501617569E+00	  +6.4056749428835928E+00	  +6.4051652080013923E+00	
  +5.5800000000000000E+02	  +6.1000000000000227E+00	  +3.1000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8292815592091232E-04	  +6.1051628625073704E+00	  +6.1056720540692595E+00	  +6.1051623191870590E+00	
  +5.5900000000000000E+02	  +5.8500000000000227E+00	  +3.1000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8390918083969100E-04	  +5.8551551044052417E+00	  +5.8556642949986895E+00	  +5.8551545601164889E+00	
  +5.6000000000000000E+02	  +5.6000000000000227E+00	  +2.3000000000000003E+00	  +1.4900000000000000E+02	  +5.2269199999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4546109091342961E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.0168544340909296E+00	  +5.6051470573554525E+00	  +5.6056568616580762E+00	  +5.6051465114650796E+00	
  +5.6100000000000000E+02	  +6.6999999999999886E+00	  +2.3000000000000003E+00	  +6.4900000000000000E+02	  +2.2766920000000002E+02	  +1.2719992003666779E+02	  +1.2656392043648445E+02	  +1.0450307365323758E+02	  +3.3577018030009924E+01	  +3.2214631374996429E+01	  +1.4149753839929391E-01	  +5.9436701964427119E-01	  +1.0046927996333223E+02	  +5.5870499748400648E-01	  +2.2060846783246870E+01	  +8.2569402846053885E-01	  +9.7300000000000000E+02	  +1.7731513905806914E+01	  +3.2130172687685804E-01	  +6.7972795463911761E+06	  +1.3623866550134958E+00	  +2.5845689144129665E+01	  +2.5959207088574772E+01	  +1.7125317726236517E+01	
  +5.6200000000000000E+02	  +9.7500000000000000E+00	  +2.6000000000000001E+00	  +8.4600000000000000E+02	  +2.9677679999999998E+02	  +2.5189428648081852E+02	  +2.5063481504841442E+02	  +2.2752917410531708E+02	  +7.4005173433557431E+01	  +7.2264153395128943E+01	  +2.4349663917593656E-01	  +9.0294337425418725E-01	  +4.4882513519181458E+01	  +8.4876677065495632E-01	  +2.3105640943097352E+01	  +9.0781152529923381E-01	  +9.7300000000000000E+02	  +3.8381000167939916E+01	  +3.2525575554544672E-01	  +1.4023832686946329E+07	  +1.9033678447905309E+00	  +5.1182181072083893E+01	  +4.6240339574569134E+01	  +2.7526480776961819E+01	
  +5.6300000000000000E+02	  +1.2500000000000000E+01	  +1.8000000000000000E+00	  +9.2700000000000011E+02	  +3.2519160000000005E+02	  +3.0568010365144806E+02	  +3.0415170313319084E+02	  +2.8372301389829101E+02	  +9.2407614936703823E+01	  +8.9940534330694547E+01	  +2.7657705278866818E-01	  +9.9999999885974922E-01	  +1.9511496348551987E+01	  +9.3999999777192289E-01	  +2.0428689234899835E+01	  +9.3283388060106498E-01	  +9.7300000000000000E+02	  +4.7828849740396798E+01	  +3.2569657873621527E-01	  +1.7324658836385615E+07	  +2.4670806060092816E+00	  +6.3180268291525238E+01	  +5.5728767613095215E+01	  +3.2579615073729940E+01	
  +5.6400000000000000E+02	  +1.4699999999999989E+01	  +2.8000000000000003E+00	  +9.5800000000000000E+02	  +3.3606640000000004E+02	  +3.1590241563979203E+02	  +3.1432290356159308E+02	  +2.9170757610197990E+02	  +9.3855339293780233E+01	  +9.1402440034858529E+01	  +2.7197732360027493E-01	  +9.9999999885974922E-01	  +2.0163984360208019E+01	  +9.3999999780933774E-01	  +2.2615327459613194E+01	  +9.2805065245141505E-01	  +9.7300000000000000E+02	  +4.9463059202049919E+01	  +3.2174460652225834E-01	  +1.7793672020230304E+07	  +2.4528992589217031E+00	  +6.7319141657860939E+01	  +5.9445320938759778E+01	  +3.5590947697141814E+01	
  +5.6500000000000000E+02	  +1.7199999999999989E+01	  +3.8500000000000001E+00	  +9.7800000000000000E+02	  +3.4308240000000006E+02	  +3.2249745563227208E+02	  +3.2088496835411070E+02	  +2.9448908999282582E+02	  +9.3918679503307331E+01	  +9.1479648078044690E+01	  +2.6664045741599995E-01	  +9.9999999885974922E-01	  +2.0584944367727985E+01	  +9.3999999783221766E-01	  +2.6395878361284851E+01	  +9.1774037012774001E-01	  +9.7300000000000000E+02	  +5.0142602622379627E+01	  +3.1892074339432963E-01	  +1.7957058146178588E+07	  +2.4390314252626459E+00	  +7.0682194943234720E+01	  +6.2636890090584927E+01	  +3.8518216861379074E+01	
  +5.6600000000000000E+02	  +1.8600000000000023E+01	  +3.8500000000000001E+00	  +9.6900000000000000E+02	  +3.3992520000000002E+02	  +3.1952968763565605E+02	  +3.1793203919747776E+02	  +2.9135822426851951E+02	  +9.3048663344939911E+01	  +9.0616997636196047E+01	  +2.6657922868187728E-01	  +9.9999999885974922E-01	  +2.0395512364343972E+01	  +9.3999999782203869E-01	  +2.6573814928958235E+01	  +9.1641668023580647E-01	  +9.7300000000000000E+02	  +4.9577390230894899E+01	  +3.1936171898792054E-01	  +1.7773151093532838E+07	  +2.4316657087438589E+00	  +7.1482648969152024E+01	  +6.3580384392168014E+01	  +3.9754150192434508E+01	
  +5.6700000000000000E+02	  +1.9449999999999989E+01	  +5.9000000000000004E+00	  +9.4700000000000011E+02	  +3.3220760000000001E+02	  +3.1227514364392806E+02	  +3.1071376792570840E+02	  +2.7269331082135739E+02	  +8.7651640419899152E+01	  +8.5225350123026061E+01	  +2.5654244548518568E-01	  +9.9999999885974922E-01	  +1.9932456356071953E+01	  +9.3999999779634202E-01	  +3.8020457104350996E+01	  +8.7763510542443768E-01	  +9.7300000000000000E+02	  +4.6260417600364562E+01	  +3.2142937483359985E-01	  +1.6676774077646539E+07	  +2.4262902968730931E+00	  +6.8517983034188944E+01	  +6.1489166967379731E+01	  +3.9218482054802053E+01	
  +5.6800000000000000E+02	  +1.9699999999999989E+01	  +7.7000000000000002E+00	  +8.8100000000000000E+02	  +3.0905480000000000E+02	  +2.7573043283110638E+02	  +2.7435178066695084E+02	  +2.2305121517132699E+02	  +7.1064481227494269E+01	  +6.8634970874911545E+01	  +2.2208026170772413E-01	  +9.4912050449521024E-01	  +3.3324367168893616E+01	  +8.9217327307078587E-01	  +5.1300565495623871E+01	  +8.1301172641884611E-01	  +9.7300000000000000E+02	  +3.7996683485958179E+01	  +3.1860163223784638E-01	  +1.3760797379163748E+07	  +2.4295103525827177E+00	  +5.9133967071202278E+01	  +5.4315937630721919E+01	  +3.5908766420158486E+01	
  +5.6900000000000000E+02	  +1.9149999999999977E+01	  +7.2000000000000002E+00	  +7.1900000000000000E+02	  +2.5222520000000000E+02	  +1.5248755960868490E+02	  +1.5172512181064147E+02	  +1.0424406691708089E+02	  +3.2710225275839456E+01	  +3.0829471485043364E+01	  +1.2222994165592560E-01	  +6.4315860625482957E-01	  +9.9737640391315097E+01	  +6.0456908892076311E-01	  +4.7481054893560582E+01	  +6.8705871116292683E-01	  +9.7300000000000000E+02	  +1.7883460410310356E+01	  +3.1378500707002432E-01	  +6.7820654907093318E+06	  +1.8807537907960907E+00	  +3.6308852901519401E+01	  +3.6429033083527088E+01	  +2.7612921249285421E+01	
  +5.7000000000000000E+02	  +1.7800000000000011E+01	  +5.4000000000000004E+00	  +2.0700000000000000E+02	  +7.2615600000000015E+01	  +3.1053875374079748E+01	  +3.0898605997209348E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.5494408408110276E-01	  +4.1561724625920263E+01	  +4.2764743668055855E-01	  +3.5187459758883541E+01	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.3503309279791325E+00	  +1.7800605760924668E+01	  +1.7801108478816900E+01	  +1.7800605267184494E+01	
  +5.7100000000000000E+02	  +1.5000000000000000E+01	  +2.8000000000000003E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.6505102467862573E-04	  +1.5005310832889279E+01	  +1.5005814692633010E+01	  +1.5005310328093685E+01	
  +5.7200000000000000E+02	  +1.2500000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.7159251037235803E-04	  +1.2505255886788916E+01	  +1.2505761492582224E+01	  +1.2505255371211092E+01	
  +5.7300000000000000E+02	  +1.1149999999999977E+01	  +2.1000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.7514377242779860E-04	  +1.1155226671695516E+01	  +1.1155732864895640E+01	  +1.1155226150550334E+01	
  +5.7400000000000000E+02	  +9.4499999999999886E+00	  +2.1000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.7920514685500038E-04	  +9.4551933811407594E+00	  +9.4557007638498476E+00	  +9.4551928524527398E+00	
  +5.7500000000000000E+02	  +8.8500000000000227E+00	  +2.8500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8101541990986554E-04	  +8.8551789258503959E+00	  +8.8556863062939897E+00	  +8.8551783948968819E+00	
  +5.7600000000000000E+02	  +8.6000000000000227E+00	  +3.6000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8198517241505291E-04	  +8.6051709215581127E+00	  +8.6056789045473465E+00	  +8.6051703890528870E+00	
  +5.7700000000000000E+02	  +7.5000000000000000E+00	  +3.3500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8465819464792852E-04	  +7.5051494845149591E+00	  +7.5056580705248734E+00	  +7.5051489472053845E+00	
  +5.7800000000000000E+02	  +6.9499999999999886E+00	  +2.8500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8600257882163917E-04	  +6.9551389129535437E+00	  +6.9556474968538282E+00	  +6.9551383735343393E+00	
  +5.7900000000000000E+02	  +5.3000000000000114E+00	  +1.3000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.9006759679634091E-04	  +5.3051066057914795E+00	  +5.3056164089263120E+00	  +5.3051060587333154E+00	
  +5.8000000000000000E+02	  +4.1499999999999773E+00	  +1.3000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.9330074374792717E-04	  +4.1550813477426232E+00	  +4.1555917648047966E+00	  +4.1550807955426308E+00	
  +5.8100000000000000E+02	  +3.8500000000000227E+00	  +2.3500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.9405161097942298E-04	  +3.8550755847007281E+00	  +3.8555860005818658E+00	  +3.8550750313197000E+00	
  +5.8200000000000000E+02	  +3.6000000000000227E+00	  +3.1000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.9467857720433674E-04	  +3.6050704813757761E+00	  +3.6055815184591893E+00	  +3.6050699263589649E+00	
  +5.8300000000000000E+02	  +3.6000000000000227E+00	  +4.1000000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.9505065999876864E-04	  +3.6050676347640547E+00	  +3.6055786718474678E+00	  +3.6050670797472435E+00	
  +5.8400000000000000E+02	  +3.8500000000000227E+00	  +4.6500000000000004E+00	  +1.0800000000000000E+02	  +3.7886400000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4859104395158805E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.0172302860396161E+00	  +3.8550698893665754E+00	  +3.8555803052477131E+00	  +3.8550693359855472E+00	
  +5.8500000000000000E+02	  +6.8999999999999773E+00	  +5.2000000000000002E+00	  +5.7200000000000011E+02	  +2.0065760000000003E+02	  +1.1329795596308983E+02	  +1.1273146618327438E+02	  +7.8330638499617919E+01	  +2.4210411352170283E+01	  +2.2845037367362270E+01	  +1.1385084523490878E-01	  +6.0067368684896938E-01	  +8.7359644036910197E+01	  +5.6463326451246554E-01	  +3.4400827683656459E+01	  +6.9484271671171172E-01	  +9.7300000000000000E+02	  +1.3530056786861909E+01	  +3.0907971407704099E-01	  +5.2599107054675575E+06	  +1.3653739848080140E+00	  +2.0570377699991582E+01	  +2.1568169432589173E+01	  +1.4790295031926064E+01	
  +5.8600000000000000E+02	  +1.1350000000000023E+01	  +6.2000000000000002E+00	  +7.8200000000000011E+02	  +2.7432560000000001E+02	  +2.3399525149451054E+02	  +2.3282527523703800E+02	  +1.9226338805780819E+02	  +6.1978002745273940E+01	  +6.0070117662544455E+01	  +2.1897379484009333E-01	  +9.0742941457589588E-01	  +4.0330348505489468E+01	  +8.5298364845758867E-01	  +4.0561887179229821E+01	  +8.2578400275379205E-01	  +9.7300000000000000E+02	  +3.2571346328133558E+01	  +3.2235988021468481E-01	  +1.1952320414515654E+07	  +1.9078850827294860E+00	  +4.5800398232354610E+01	  +4.2373443050627031E+01	  +2.6413243496062648E+01	
  +5.8700000000000000E+02	  +1.4699999999999989E+01	  +7.2000000000000002E+00	  +8.7500000000000000E+02	  +3.0694999999999999E+02	  +2.8853299967100003E+02	  +2.8709033467264504E+02	  +2.4013170789606687E+02	  +7.7923457916574620E+01	  +7.5455003667504286E+01	  +2.4582180699681194E-01	  +9.9999999885974922E-01	  +1.8417000328999961E+01	  +9.3999999770320919E-01	  +4.6958626776578171E+01	  +8.3643257386322045E-01	  +9.7300000000000000E+02	  +4.0552062494873063E+01	  +3.2450299295336382E-01	  +1.4764105521814970E+07	  +2.4684542490703367E+00	  +5.6934169503621888E+01	  +5.1419588216545947E+01	  +3.1719921904044611E+01	
  +5.8800000000000000E+02	  +1.6649999999999977E+01	  +5.6500000000000004E+00	  +9.1300000000000000E+02	  +3.2028040000000004E+02	  +3.0106357565671209E+02	  +2.9955825777842853E+02	  +2.6369511786992757E+02	  +8.5497950006344070E+01	  +8.3045829367641048E+01	  +2.5929101299133323E-01	  +9.9999999885974922E-01	  +1.9216824343287954E+01	  +9.3999999775419307E-01	  +3.5863139908500976E+01	  +8.8027991440937192E-01	  +9.7300000000000000E+02	  +4.4549291965895875E+01	  +3.2423031073036612E-01	  +1.6148220223679548E+07	  +2.4521206387030192E+00	  +6.3576370416170789E+01	  +5.6992231979002099E+01	  +3.5469293560508447E+01	
  +5.8900000000000000E+02	  +1.8300000000000011E+01	  +4.6500000000000004E+00	  +9.3000000000000000E+02	  +3.2624400000000003E+02	  +3.0666935965032008E+02	  +3.0513601285206846E+02	  +2.7511500612837744E+02	  +8.8687435319360262E+01	  +8.6246760693541461E+01	  +2.6436274899451623E-01	  +9.9999999885974922E-01	  +1.9574640349679953E+01	  +9.3999999777565280E-01	  +3.0021006723691034E+01	  +9.0161434304743615E-01	  +9.7300000000000000E+02	  +4.6606892702254299E+01	  +3.2236495044798252E-01	  +1.6819024459980894E+07	  +2.4406746258188070E+00	  +6.7670095948090079E+01	  +6.0546727567904782E+01	  +3.8089593062347603E+01	
  +5.9000000000000000E+02	  +2.0000000000000000E+01	  +5.4500000000000002E+00	  +9.1800000000000000E+02	  +3.2203440000000001E+02	  +3.0271233565483209E+02	  +3.0119877397655790E+02	  +2.6665554395174956E+02	  +8.5750195365643904E+01	  +8.3320423564072939E+01	  +2.5873143848521674E-01	  +9.9999999885974922E-01	  +1.9322064345167917E+01	  +9.3999999776058740E-01	  +3.4543230024808338E+01	  +8.8531417335177309E-01	  +9.7300000000000000E+02	  +4.5226337146526419E+01	  +3.2157664563641625E-01	  +1.6322115651725775E+07	  +2.4297718015709600E+00	  +6.7828098149021343E+01	  +6.1070517785910738E+01	  +3.9297659766307390E+01	
  +5.9100000000000000E+02	  +2.0850000000000023E+01	  +5.1500000000000004E+00	  +8.6900000000000000E+02	  +3.0484520000000003E+02	  +2.8655448767325601E+02	  +2.8512171523488973E+02	  +2.5174930391849503E+02	  +8.0674641089564787E+01	  +7.8249996480881094E+01	  +2.5668764497723301E-01	  +9.9999999885974922E-01	  +1.8290712326744028E+01	  +9.3999999769475129E-01	  +3.3372411316394704E+01	  +8.8295380573842563E-01	  +9.7300000000000000E+02	  +4.2768665707232557E+01	  +3.2045626276846334E-01	  +1.5446523112172401E+07	  +2.4246446086836988E+00	  +6.5849522785775434E+01	  +5.9758062953994340E+01	  +3.9132170999781579E+01	
  +5.9200000000000000E+02	  +2.1100000000000023E+01	  +3.8500000000000001E+00	  +7.9100000000000000E+02	  +2.7748280000000000E+02	  +2.4902593197957361E+02	  +2.4778080231967576E+02	  +2.2017639903286866E+02	  +6.9895137047362013E+01	  +6.7469550039205359E+01	  +2.4314858445092605E-01	  +9.5473018231612550E-01	  +2.8456868020426384E+01	  +8.9744637008346140E-01	  +2.7604403286807106E+01	  +8.8859345282678315E-01	  +9.7300000000000000E+02	  +3.7570315496376665E+01	  +3.1745063209821150E-01	  +1.3591930679190706E+07	  +2.4255870081566564E+00	  +6.0038996911416973E+01	  +5.5336924404747549E+01	  +3.7152900137002575E+01	
  +5.9300000000000000E+02	  +2.1100000000000023E+01	  +2.8500000000000001E+00	  +6.1300000000000000E+02	  +2.1504040000000003E+02	  +1.3182783160999008E+02	  +1.3116869245194013E+02	  +1.0738735602576057E+02	  +3.3701557599572673E+01	  +3.1826682240163446E+01	  +1.4800326931238647E-01	  +6.5216756503978268E-01	  +8.3212568390009949E+01	  +6.1303750999707518E-01	  +2.3781336426179557E+01	  +8.1869654786433421E-01	  +9.7300000000000000E+02	  +1.8421449606546972E+01	  +3.1383171022697370E-01	  +6.9667022929531774E+06	  +1.8748753594092273E+00	  +3.8913895484080513E+01	  +3.8914539844360945E+01	  +2.9860840481045784E+01	
