 TIME                    	DNI                      	V_wind                   	T_dry_bulb               	T_wet_bulb               	P_atm                    	RelHumidity              	SolarAlt                 	SolarAz                  	SolarAz_15               	SolarZen_15              	phi_t                    	theta_L                  	E_field_state            	cond_bays_frac           	defocus_frac             	eta_opt_ave              	eta_thermal              	eta_sf_tot               	eta_cycle                	m_dot_aux                	m_dot_field              	m_dot_b_tot              	m_dot_to_pb              	m_dot_loop               	m_dot_makeup             	Pres_condenser           	Pres_turb_inlet          	Pres_field_inlet         	dP_tot                   	dP_hdr_c                 	dP_sf_boil               	dP_boil_to_SH            	dP_sf_sh                 	dP_hdr_h                 	q_loss_piping            	q_aux_fluid              	q_aux_fuel               	q_startup                	q_dump                   	q_field_delivered        	q_inc_tot                	q_loss_rec               	q_loss_sf                	q_to_pb                  	cycle_mode               	T_cycle_out              	T_field_in               	T_loop_out               	T_field_out              	T_pb_in                  	W_dot_aux                	W_dot_bop                	W_dot_col                	W_dot_fixed              	W_dot_pump               	W_dot_par_cool           	W_dot_gross              	W_dot_net                	
 HOURS              	W/m2                	m/s                 	C                   	C                   	atm                 	none                	deg                 	deg                 	deg                 	deg                 	deg                 	deg                 	MW-hr               	none                	none                	none                	none                	none                	none                	kg/hr               	kg/hr               	kg/hr               	kg/hr               	kg/s                	kg/hr               	Pa                  	bar                 	bar                 	bar                 	bar                 	bar                 	bar                 	bar                 	bar                 	MW                  	MW                  	MMBTU               	MW                  	MW                  	MW                  	MW                  	MW                  	MW                  	MW                  	none                	C                   	C                   	C                   	C                   	C                   	MW                  	MW                  	MW                  	MW                  	MW                  	MW                  	MW                  	MW                  	
  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1000000000000001E+00	  +6.7000000000000002E+00	  +2.3250533654044685E+00	  +9.1981248457932396E-01	  +4.6999999999999997E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.0000000000000000E+01	  +9.0000000000000000E+01	  +9.0000032077935003E+01	  +0.0000000000000000E+00	  -7.6429683170851106E+01	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +4.3451444036023679E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -7.6429683170851106E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0699766719916237E+00	  +7.5044911123518609E+00	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2999975895846578E+02	  +8.7761197687589188E+01	  +6.7980335410116439E+01	  +6.7980335410116439E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.7255311927411627E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8887255311927422E-01	
  +2.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1000000000000001E+00	  +5.0000000000000000E+00	  +1.6510034599697159E+00	  +9.1981248457932396E-01	  +5.6000000000000005E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.0000000000000000E+01	  +9.0000000000000000E+01	  +9.0000032077935003E+01	  +0.0000000000000000E+00	  -8.0474138389983622E+01	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +4.5399410062037443E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -8.0474138389983622E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.4282890035337941E+00	  +7.8822831041541681E+00	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +2.2999975895846578E+02	  +8.0661771640781808E+01	  +5.9969657899146668E+01	  +5.9969657899146668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.7255311927411627E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8887255311927422E-01	
  +3.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3500000000000001E+00	  +3.0500000000000003E+00	  +6.9388726748950713E-01	  +9.1981248457932396E-01	  +6.6000000000000003E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.0000000000000000E+01	  +9.0000000000000000E+01	  +9.0000032077935003E+01	  +0.0000000000000000E+00	  -1.1997395272680448E+02	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +1.3154841733562148E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -3.9499814336820862E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5598162630192056E+00	  +2.6913646803548272E+00	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +5.9969658228368630E+01	  +3.3249422063622191E+01	  +2.7235437062003648E+01	  +2.7235437062003648E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.1364674766959122E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8881364674766967E-01	
  +4.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4000000000000004E+00	  +3.0500000000000003E+00	  +4.0445666827940319E-01	  +9.1931902294596590E-01	  +6.2000000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.0000000000000000E+01	  +9.0000000000000000E+01	  +9.0000032077935003E+01	  +0.0000000000000000E+00	  -1.3378339795740902E+02	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +7.5747749821709440E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.3809445230604553E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.2097784451997387E+00	  +1.2855261950214480E+00	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +4.0000000003678103E+01	  +1.6264604271406558E+01	  +1.2806764879121985E+01	  +1.2806764879121985E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.1080425541975260E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8881080425541987E-01	
  +5.0000000000000000E+00	  +0.0000000000000000E+00	  +4.9000000000000004E+00	  +3.0500000000000003E+00	  +1.1243603723475099E-01	  +9.1882556131260795E-01	  +5.7999999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.0000000000000000E+01	  +9.0000000000000000E+01	  +9.0000032077935003E+01	  +0.0000000000000000E+00	  -1.3775690630181876E+02	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +6.5752420386642696E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -3.9735083444097015E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.6289829425630848E-01	  +9.2865071464295124E-01	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +4.0000000003678103E+01	  +9.6451106641453368E+00	  +6.6486392382134687E+00	  +6.6486392382134687E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.1080425541975260E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8881080425541987E-01	
  +6.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8500000000000001E+00	  +3.3500000000000001E+00	  +2.9976905128203707E-01	  +9.1882556131260795E-01	  +5.6999999999999995E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.0000000000000000E+01	  +9.0000000000000000E+01	  +9.0000032077935003E+01	  +0.0000000000000000E+00	  -1.3873507468582247E+02	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +6.1324178040412271E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.7816838400373296E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6426561062976728E-01	  +8.2558978867017951E-01	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +4.0000000003678103E+01	  +7.3124687644759430E+00	  +4.5201513688600778E+00	  +4.5201513688600778E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.1080425541975260E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8881080425541987E-01	
  +7.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1000000000000001E+00	  +3.6000000000000001E+00	  +3.6608124453662144E-01	  +9.1882556131260795E-01	  +5.5000000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -9.0000000000000000E+01	  +9.0000000000000000E+01	  +9.0000032077935003E+01	  +0.0000000000000000E+00	  -1.3889526588741404E+02	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +5.9606601972295697E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.6019120159157235E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3735515913176164E-01	  +7.9696176110405736E-01	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +4.0000000003678103E+01	  +6.6749891169322781E+00	  +3.9615845086076096E+00	  +3.9615845086076096E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.1080425541975260E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8881080425541987E-01	
  +8.0000000000000000E+00	  +2.3200000000000000E+02	  +3.3500000000000001E+00	  +3.6000000000000001E+00	  +2.1478918401353581E-01	  +9.1882556131260795E-01	  +5.3000000000000003E-01	  +2.8433267696068348E-01	  -6.0395846422229049E+01	  -6.0395798942675668E+01	  +8.7118551030188499E+01	  +8.9673010389708409E+01	  +2.9603781838213383E+01	  -1.3892716215774738E+02	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8900000000000004E+04	  +1.8900000000000004E+04	  +0.0000000000000000E+00	  +5.0000000000000010E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.5434631768082959E+01	  +4.3463176808295678E-01	  +2.6341319277754956E-02	  +1.9755989458316217E-01	  +1.3170659638877478E-02	  +1.3170659638877477E-01	  +6.5853298194387386E-02	  +5.9340231146695926E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -3.1896270333360545E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0018073599999997E+02	  +7.3481245474142542E-01	  +7.9415268588812138E-01	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +4.0000000003678103E+01	  +6.4985827274607582E+00	  +3.7975047058473854E+00	  +3.7975047058473854E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8850000000000013E-01	  +3.1080425541975260E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -5.8881080425541987E-01	
  +9.0000000000000000E+00	  +7.5000000000000000E+02	  +4.6500000000000004E+00	  +5.8500000000000005E+00	  +1.4507594301682865E+00	  +9.1882556131260795E-01	  +4.5000000000000001E-01	  +1.2260250732152848E+01	  -5.3697567316269080E+01	  -5.3697525102496691E+01	  +7.9033624812596898E+01	  +7.4909355191338648E+01	  +3.5348274835119433E+01	  +3.7199140334896192E+01	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +1.3581802342221655E-01	  +6.5042913729223883E-01	  +8.8339999803249400E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.9307234803009800E+04	  +6.5742979737346395E+04	  +0.0000000000000000E+00	  +1.3044242011378254E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +5.6133888393741465E+01	  +1.1338883937414628E+00	  +6.8720508711603803E-02	  +5.1540381533702850E-01	  +3.4360254355801902E-02	  +3.4360254355801900E-01	  +1.7180127177900950E-01	  +9.3789857429502543E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7612630249264359E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.4713599999999974E+02	  +2.9786839718388887E+01	  +3.0724738292683913E+01	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +2.3000000000000000E+02	  +2.4049853602906447E+02	  +3.9233292913548377E+02	  +3.6577410924760051E+02	  +3.6577410924760051E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.3173911507996108E-01	  +5.8850000000000013E-01	  +2.5354283715546327E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -7.2277454345151582E-01	
