	-180.000	-160.000	-140.000	-120.000	-100.000	-80.000	-60.000	-40.000	-20.000	0.000	20.000	40.000	60.000	80.000	100.000	120.000	140.000	160.000	180.000
0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
10.000	0.980	0.974	0.972	0.973	0.977	0.977	0.973	0.972	0.974	0.980	0.974	0.972	0.973	0.977	0.977	0.973	0.972	0.974	0.980
20.000	0.930	0.923	0.929	0.946	0.954	0.954	0.946	0.929	0.923	0.930	0.923	0.929	0.946	0.954	0.954	0.946	0.929	0.923	0.930
30.000	0.840	0.839	0.871	0.913	0.941	0.941	0.913	0.871	0.839	0.840	0.839	0.871	0.913	0.941	0.941	0.913	0.871	0.839	0.840
40.000	0.720	0.730	0.804	0.867	0.900	0.900	0.867	0.804	0.730	0.720	0.730	0.804	0.867	0.900	0.900	0.867	0.804	0.730	0.720
50.000	0.550	0.591	0.707	0.794	0.840	0.840	0.794	0.707	0.591	0.550	0.591	0.707	0.794	0.840	0.840	0.794	0.707	0.591	0.550
60.000	0.340	0.432	0.597	0.664	0.694	0.694	0.664	0.597	0.432	0.340	0.432	0.597	0.664	0.694	0.694	0.664	0.597	0.432	0.340
70.000	0.130	0.265	0.426	0.464	0.477	0.477	0.464	0.426	0.265	0.130	0.265	0.426	0.464	0.477	0.477	0.464	0.426	0.265	0.130
80.000	0.010	0.114	0.209	0.233	0.239	0.239	0.233	0.209	0.114	0.010	0.114	0.209	0.233	0.239	0.239	0.233	0.209	0.114	0.010
